accuracy,log_loss,fit_time,predict_time,total_time,peak_memory_mb,n_train,n_test,dataset,method_name,k,run,selection_method,selection_space,method,space,t_stage12,t_retrieval,t_stage3
0.9666666666666667,0.03644044104296733,0.3016316890716553,0.0525815486907959,0.35421323776245117,254.334976,120,30,iris,random,32,2,random,embedding,random,embedding,0.014330863952636719,0.008855581283569336,0.029076576232910156
0.9666666666666667,0.03369266956096037,0.3006744384765625,0.053084611892700195,0.3537590503692627,328.17152,120,30,iris,random,64,2,random,embedding,random,embedding,0.014375686645507812,0.008872270584106445,0.029518604278564453
0.9666666666666667,0.05719163338986717,0.3069937229156494,0.04622292518615723,0.35321664810180664,219.309568,120,30,iris,raw_euclidean,16,2,euclidean,raw,euclidean,raw,0.014688253402709961,0.0012679100036621094,0.028858661651611328
0.9666666666666667,0.042066189690168974,0.3135719299316406,0.046402931213378906,0.35997486114501953,254.344704,120,30,iris,raw_euclidean,32,2,euclidean,raw,euclidean,raw,0.01466822624206543,0.00125885009765625,0.029097557067871094
0.9666666666666667,0.03735586922969954,0.311384916305542,0.046471595764160156,0.35785651206970215,328.181248,120,30,iris,raw_euclidean,64,2,euclidean,raw,euclidean,raw,0.014421463012695312,0.0011985301971435547,0.029468059539794922
0.9666666666666667,0.07097896580601389,0.3072798252105713,0.04568362236022949,0.3529634475708008,219.309568,120,30,iris,raw_cosine,16,2,cosine,raw,cosine,raw,0.01447916030883789,0.0012238025665283203,0.02859330177307129
0.9666666666666667,0.041598897354468964,0.305952787399292,0.045818328857421875,0.35177111625671387,254.344704,120,30,iris,raw_cosine,32,2,cosine,raw,cosine,raw,0.014338493347167969,0.001230478286743164,0.028875350952148438
0.9666666666666667,0.04577717024202546,0.3152806758880615,0.0469820499420166,0.3622627258300781,328.181248,120,30,iris,raw_cosine,64,2,cosine,raw,cosine,raw,0.014647960662841797,0.0013844966888427734,0.02956223487854004
0.9666666666666667,0.05003477517898634,0.30301666259765625,0.04471707344055176,0.347733736038208,219.29984,120,30,iris,emb_euclidean,16,2,euclidean,embedding,euclidean,embedding,0.014573097229003906,0.0012540817260742188,0.0285646915435791
0.9666666666666667,0.05365692314442992,0.3186655044555664,0.045060157775878906,0.3637256622314453,254.334976,120,30,iris,emb_euclidean,32,2,euclidean,embedding,euclidean,embedding,0.014481067657470703,0.0012502670288085938,0.029001951217651367
0.9666666666666667,0.043169855544422174,0.3076043128967285,0.04546976089477539,0.3530740737915039,328.17152,120,30,iris,emb_euclidean,64,2,euclidean,embedding,euclidean,embedding,0.014473199844360352,0.0012111663818359375,0.029457569122314453
0.9666666666666667,0.04898930718112586,0.31070470809936523,0.04414963722229004,0.3548543453216553,219.29984,120,30,iris,emb_cosine,16,2,cosine,embedding,cosine,embedding,0.01429605484008789,0.0012297630310058594,0.028300046920776367
0.9666666666666667,0.054757032932525686,0.3082878589630127,0.04507017135620117,0.35335803031921387,254.334976,120,30,iris,emb_cosine,32,2,cosine,embedding,cosine,embedding,0.01441335678100586,0.0012447834014892578,0.02908468246459961
0.9666666666666667,0.04944802276215069,0.3066890239715576,0.04584670066833496,0.3525357246398926,328.17152,120,30,iris,emb_cosine,64,2,cosine,embedding,cosine,embedding,0.014634847640991211,0.0012280941009521484,0.02964615821838379
0.9,0.1143312708012645,0.28753185272216797,0.04481911659240723,0.3323509693145752,158.401024,120,30,iris,full_tabicl,120,3,none,none,,,,,
0.9333333333333333,0.13642963009203743,0.3138859272003174,0.05182290077209473,0.3657088279724121,219.29984,120,30,iris,random,16,3,random,embedding,random,embedding,0.014332056045532227,0.008829116821289062,0.028350114822387695
0.9333333333333333,0.10598251605916431,0.32128334045410156,0.052286624908447266,0.37356996536254883,254.334976,120,30,iris,random,32,3,random,embedding,random,embedding,0.01429295539855957,0.008846044540405273,0.028832674026489258
0.9333333333333333,0.09799931448457934,0.30867671966552734,0.05352926254272461,0.36220598220825195,328.17152,120,30,iris,random,64,3,random,embedding,random,embedding,0.014657020568847656,0.008986234664916992,0.029553890228271484
0.9,0.1286290977434567,0.3014652729034424,0.04572582244873047,0.34719109535217285,219.309568,120,30,iris,raw_euclidean,16,3,euclidean,raw,euclidean,raw,0.014322757720947266,0.0012373924255371094,0.02879929542541504
0.9,0.14503210783242335,0.3215165138244629,0.04585886001586914,0.36737537384033203,254.344704,120,30,iris,raw_euclidean,32,3,euclidean,raw,euclidean,raw,0.014330625534057617,0.001224517822265625,0.028941869735717773
0.9,0.1153592621700336,0.30983924865722656,0.04674673080444336,0.3565859794616699,328.181248,120,30,iris,raw_euclidean,64,3,euclidean,raw,euclidean,raw,0.014638900756835938,0.001199483871459961,0.029538869857788086
0.9333333333333333,0.1511334581975293,0.3057708740234375,0.04563736915588379,0.3514082431793213,219.309568,120,30,iris,raw_cosine,16,3,cosine,raw,cosine,raw,0.014401435852050781,0.0012340545654296875,0.028626680374145508
0.9,0.13717944348051295,0.3029496669769287,0.04577183723449707,0.3487215042114258,254.344704,120,30,iris,raw_cosine,32,3,cosine,raw,cosine,raw,0.014279842376708984,0.0012061595916748047,0.028914928436279297
0.9,0.13825737254410722,0.36397218704223633,0.046503305435180664,0.410475492477417,328.181248,120,30,iris,raw_cosine,64,3,cosine,raw,cosine,raw,0.01429605484008789,0.0011785030364990234,0.029657363891601562
0.9,0.1362606103451152,0.3073875904083252,0.04456663131713867,0.35195422172546387,219.29984,120,30,iris,emb_euclidean,16,3,euclidean,embedding,euclidean,embedding,0.014483928680419922,0.0012555122375488281,0.02850174903869629
